Adj Close,Close,High,Low,Open,Volume
AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
224.84356689453125,225.88999938964844,225.99000549316406,223.0399932861328,225.72000122070312,40687800
225.460693359375,226.50999450683594,227.1699981689453,225.4499969482422,225.77000427246094,30299000
225.35121154785156,226.39999389648438,227.97999572753906,225.0500030517578,226.52000427246094,34765500
223.48988342285156,224.52999877929688,228.33999633789062,223.89999389648438,227.7899932861328,43695300
225.78916931152344,226.83999633789062,228.22000122070312,224.3300018310547,225.66000366210938,38677300
226.12759399414062,227.17999267578125,227.27999877929688,223.88999938964844,226.75999450683594,30602200
226.97366333007812,228.02999877929688,228.85000610351562,224.88999938964844,226.0,35934600
225.4407958984375,226.49000549316406,229.86000061035156,225.67999267578125,227.9199981689453,38052200
228.7255096435547,229.7899932861328,232.9199981689453,228.8800048828125,230.10000610351562,51906300
227.9391632080078,229.0,230.39999389648438,227.47999572753906,230.19000244140625,52990800
221.73802185058594,222.77000427246094,229.0,221.1699981689453,228.5500030517578,50190600
219.82693481445312,220.85000610351562,221.77999877929688,217.47999572753906,221.66000366210938,43840200
221.34983825683594,222.3800048828125,225.47999572753906,221.52000427246094,221.6300048828125,36615400
219.79705810546875,220.82000732421875,225.24000549316406,219.77000427246094,223.9499969482422,48423000
219.8866424560547,220.91000366210938,221.27000427246094,216.7100067138672,220.82000732421875,67180000
219.09034729003906,220.11000061035156,221.47999572753906,216.72999572753906,218.9199981689453,51591000
221.62855529785156,222.66000366210938,223.08999633789062,217.88999938964844,221.4600067138672,44587100
221.73802185058594,222.77000427246094,223.5500030517578,219.82000732421875,222.5,37455600
221.46925354003906,222.5,224.0399932861328,221.91000366210938,223.5800018310547,36766600
215.3179168701172,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400
215.78570556640625,216.7899932861328,216.89999389648438,214.5,215.75,45519300
219.66766357421875,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900
227.8097686767578,228.8699951171875,229.82000732421875,224.6300048828125,224.99000549316406,66781300
227.1428680419922,228.1999969482422,233.08999633789062,227.6199951171875,229.97000122070312,318679900
225.4208984375,226.47000122070312,229.4499969482422,225.80999755859375,227.33999633789062,54146000
226.31671142578125,227.3699951171875,229.35000610351562,225.72999572753906,228.64999389648438,43556100
225.3213348388672,226.3699951171875,227.2899932861328,224.02000427246094,224.92999267578125,42308700
226.4660186767578,227.52000427246094,228.5,225.41000366210938,227.3000030517578,36636700
226.73475646972656,227.7899932861328,229.52000427246094,227.3000030517578,228.4600067138672,34026000
231.92062377929688,233.0,233.0,229.64999389648438,230.0399932861328,54541900
225.16209411621094,226.2100067138672,229.64999389648438,223.74000549316406,229.52000427246094,63285000
225.7294464111328,226.77999877929688,227.3699951171875,223.02000427246094,225.88999938964844,32880600
224.6245880126953,225.6699981689453,226.80999755859375,223.32000732421875,225.13999938964844,34044200
225.74935913085938,226.8000030517578,228.0,224.1300048828125,227.89999389648438,37245100
220.6630401611328,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400
224.72415161132812,225.77000427246094,225.97999572753906,223.25,224.3000030517578,31855700
228.47665405273438,229.5399932861328,229.75,224.8300018310547,225.22999572753906,33591100
227.97897338867188,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500
226.4958953857422,227.5500030517578,229.41000366210938,227.33999633789062,229.3000030517578,31759200
230.228515625,231.3000030517578,231.72999572753906,228.60000610351562,228.6999969482422,39882100
232.76669311523438,233.85000610351562,237.49000549316406,232.3699951171875,233.61000061035156,64751400
230.70628356933594,231.77999877929688,232.1199951171875,229.83999633789062,231.60000610351562,34082200
231.07455444335938,232.14999389648438,233.85000610351562,230.52000427246094,233.42999267578125,32993800
233.91136169433594,235.0,236.17999267578125,234.00999450683594,236.17999267578125,46431500
235.38450622558594,236.47999572753906,236.85000610351562,234.4499969482422,234.4499969482422,36254500
234.76739501953125,235.86000061035156,236.22000122070312,232.60000610351562,233.88999938964844,38846600
229.69100952148438,230.75999450683594,235.13999938964844,227.75999450683594,234.0800018310547,52287000
229.5019073486328,230.57000732421875,230.82000732421875,228.41000366210938,229.97999572753906,31109500
230.3380126953125,231.41000366210938,233.22000122070312,229.57000732421875,229.74000549316406,38802300
232.31878662109375,233.39999389648438,234.72999572753906,232.5500030517578,233.32000732421875,36087100
232.58753967285156,233.6699981689453,234.3300018310547,232.32000732421875,233.10000610351562,35417200
229.03408813476562,230.10000610351562,233.47000122070312,229.5500030517578,232.61000061035156,47070900
224.8634796142578,225.91000366210938,229.8300018310547,225.3699951171875,229.33999633789062,64370100
221.87738037109375,222.91000366210938,225.35000610351562,220.27000427246094,220.97000122070312,65276700
220.98155212402344,222.00999450683594,222.7899932861328,219.7100067138672,220.99000549316406,44944500
222.4148712158203,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300
221.68826293945312,222.72000122070312,226.07000732421875,221.19000244140625,222.61000061035156,54561100
226.42620849609375,227.47999572753906,227.8800048828125,224.57000732421875,224.6300048828125,42137700
226.15716552734375,226.9600067138672,228.66000366210938,226.41000366210938,227.1699981689453,38328800
223.4368133544922,224.22999572753906,225.6999969482422,221.5,225.0,42005600
223.4368133544922,224.22999572753906,225.58999633789062,223.36000061035156,224.5500030517578,40398300
224.3236541748047,225.1199951171875,226.64999389648438,222.75999450683594,224.00999450683594,48566200
227.41270446777344,228.22000122070312,228.8699951171875,225.0,225.02000427246094,44923900
224.2041015625,225.0,226.9199981689453,224.27000427246094,226.39999389648438,47923700
227.21340942382812,228.02000427246094,229.74000549316406,225.1699981689453,225.25,44633700
227.4724884033203,228.27999877929688,230.16000366210938,226.66000366210938,226.97999572753906,36211800
228.18994140625,229.0,229.92999267578125,225.88999938964844,228.05999755859375,35169600
227.71165466308594,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300
229.05686950683594,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300
232.04624938964844,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800
234.228515625,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200
234.0989532470703,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400
236.490478515625,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400
238.74246215820312,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100
241.79165649414062,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000
242.150390625,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900
242.18026733398438,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900
241.98097229003906,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600
245.8771514892578,246.75,247.24000549316406,241.75,241.8300018310547,44649200
246.8935546875,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800
245.6180877685547,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800
247.08287048339844,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500
247.2522735595703,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300
